x,y,z
2.496714153011233,1.8617356988288154,2.6476885381006925
3.5230298564080256,1.765846625276664,1.7658630430508195
3.5792128155073915,2.767434729152909,1.5305256140650478
2.5425600435859645,1.5365823071875377,1.534270246429743
2.241962271566034,0.08671975534220211,0.27508216748696723
1.4377124707590272,0.9871688796655762,2.314247332595274
1.0919759244787892,0.5876962986647085,3.465648768921554
1.7742236995134644,2.0675282046879238,0.5752518137865432
1.4556172754748173,2.1109225897098662,0.8490064225776972
2.375698018345672,1.399361310081195,1.7083062502067232
1.398293387770603,3.852278184508938,1.986502775262066
0.9422890710440996,2.822544912103189,0.7791563500289778
2.2088635950047553,0.04032987612022443,0.6718139511015695
2.1968612358691235,2.7384665799954107,2.1713682811899706
1.8843517176117595,1.6988963044107113,0.5214780096325726
1.2801557916052912,1.5393612290402126,3.0571222262189157
2.3436182895684614,0.23695984463726605,2.324083969394795
1.6149177195836835,1.3230779996940414,2.6116762888408678
3.030999522495951,2.931280119116199,1.1607824767773613
1.6907876241487854,2.331263431403564,2.975545127122359
1.52082576215471,1.814341023336183,0.8936650259939718
0.8037933759193292,2.812525822394198,3.3562400285708227
1.927989878419666,3.003532897892024,2.361636025047634
1.3548802453948756,2.361395605508414,3.538036566465969
1.9641739608900484,3.564643655814006,-0.6197451040897444
2.821902504375224,2.087047068238171,1.7009926495341325
2.0917607765355024,0.0124310853991072,1.780328112162488
2.3571125715117462,3.4778940447415163,1.4817297817263526
1.1915063971068123,1.4982429564154636,2.915402117702074
2.3287511096596845,1.4702397962329612,2.513267433113356
2.0970775493480405,2.9686449905328893,1.2979469061226476
1.6723378534022317,1.6078918468678425,0.5364850518678814
2.296120277064576,2.261055272179889,2.005113456642461
1.7654128666248532,0.5846292579495858,1.579354677234641
1.6572854834732305,1.197722730778381,1.8387142883339909
8.40405085681454,4.88618590121053,6.174577812831839
8.257550390722765,2.925554084233833,4.081228784700959
7.973486124550783,3.0602302099410266,8.463242112485286
7.807639035218878,3.3015473423336124,5.965288230294757
6.831321962380468,4.1428228145150205,6.751933032686774
8.791031947043047,2.090612545205261,7.402794310936099
6.5981489372077196,3.5868570938002704,8.190455625809978
7.009463674869312,2.433702270397228,6.099651365087642
7.496524345883801,1.4493365689338673,6.068562974806027
6.937696286273895,3.4735924306351817,5.080575765766197
9.54993440501754,2.216746707663763,5.677938483794325
8.81351721736967,1.7691356835660448,6.22745993460413
9.307142754282427,1.3925167654387725,6.184633858532305
8.259882794248423,3.7818228717773104,4.763049289121918
6.679543386915723,3.5219415656168978,6.296984673233186
8.250492850345877,3.346448209496976,5.319975278421509
8.232253697161003,3.293072473298681,5.285648581973632
9.865774511144757,3.4738329209117875,4.808696502797352
8.65655360863383,2.0253183297726784,6.787084603742452
9.158595579007404,2.1793176816482895,6.963376129244322
8.412780926936499,3.82206015999449,7.896792982653947
7.754611883997129,2.2462638356425106,5.110485570374477
7.184189715034561,2.922898290585896,6.341151974816644
8.27669079933002,3.8271832490360236,6.013001891877907
9.453534077157316,2.735343166762044,8.720169166589619
8.625667347765006,2.1428424435837172,4.929107501938888
8.482472415243185,2.776537214674149,6.714000494092092
8.473237624573544,2.9271710873431274,5.153206281931595
6.485152775314136,2.5534850479329787,6.856398794323472
8.214093744130205,1.754261221288012,6.173180925851182
8.385317379728837,2.116142563798867,6.153725105945528
8.058208718446,1.857029702169377,6.357787360348283
8.560784526368234,4.083051243175277,7.053802052034903
6.6223306320429085,2.062174960084877,6.51503526720866
8.513785950912208,3.515047686306048,9.85273149065472
5.570890510693167,10.135565640180598,3.9540017634932023
5.651391251305798,8.684730755359654,3.7589692204932676
4.227174785462428,8.763181393259991,2.5146364521708966
5.081874139386323,11.314658566673508,1.132734807408252
5.686260190374513,7.387284128810348,2.5280681342105664
6.088950596967366,9.064280019095463,1.9222552220706939
4.284696290740031,9.679597748934675,2.2696333682828636
5.216458589581975,9.045571839903813,2.348399652394183
7.143944089325325,9.633919022318011,0.9748574133423928
5.186454314769428,8.338213535231612,3.852433334796224
4.2074792615673,8.8852635585331,3.5049872789804573
5.865755194170122,7.7997035929442236,2.6654987641590515
4.5250546888390435,8.346670767426287,4.765454240281096
5.404981710960955,7.739116045664955,3.917861947054776
7.122156197012633,10.032465260551147,1.4806300340459866
4.5157659271337485,10.266911149186623,2.292330534381219
5.443819428146228,9.774634053429336,2.073069528421917
4.9404746439382,5.758732659930928,1.9756123586657102
4.74743184860684,7.7522168180351505,4.632411303931635
3.5698586220393675,8.559955513303017,3.1307405772860912
6.441273289066116,7.564137848820561,4.16316375215496
5.010233061019587,8.018491348952049,3.462103474263271
5.19905969557347,8.399783122841205,3.0698020849900187
4.61468640313824,9.113517345251248,3.6621306745210465
6.586016816145352,7.7621845011731505,5.133033374656266
3.047912200477498,8.848214904964417,3.5883172064845765
5.2809918677350325,8.377300480179406,2.7918777496427247
4.506999065341168,8.410635243055788,3.8496020970210245
5.357015485965047,8.307090404739347,3.8995998754332506
5.307299520876609,9.81286211883896,3.629628841923612
