tenure,MonthlyCharges,PhoneService_No,PhoneService_Yes,MultipleLines_No phone service,Churn
-0.6086956521739131,-0.7451701931922723,1.0,-1.0,1.0,No
0.10869565217391304,-0.24655013799448008,0.0,0.0,0.0,No
-0.5869565217391305,-0.3035878564857405,0.0,0.0,0.0,Yes
0.34782608695652173,-0.516099356025759,1.0,-1.0,1.0,No
-0.5869565217391305,0.006439742410303745,0.0,0.0,0.0,Yes
-0.45652173913043476,0.5390984360625578,0.0,0.0,0.0,Yes
-0.15217391304347827,0.344986200551978,0.0,0.0,0.0,No
-0.41304347826086957,-0.7470101195952161,1.0,-1.0,1.0,No
-0.021739130434782608,0.6338546458141675,0.0,0.0,0.0,Yes
0.717391304347826,-0.26126954921803125,0.0,0.0,0.0,No
-0.34782608695652173,-0.37534498620055184,0.0,0.0,0.0,No
-0.2826086956521739,-0.9457221711131554,0.0,0.0,0.0,No
0.6304347826086957,0.5519779208831648,0.0,0.0,0.0,No
0.43478260869565216,0.613615455381785,0.0,0.0,0.0,Yes
-0.08695652173913043,0.6467341306347748,0.0,0.0,0.0,No
0.8695652173913043,0.7893284268629257,0.0,0.0,0.0,No
0.5,-0.9144434222631095,0.0,0.0,0.0,No
0.9130434782608695,0.6688132474701014,0.0,0.0,0.0,No
-0.41304347826086957,-0.27874885004599803,0.0,0.0,0.0,Yes
-0.17391304347826086,0.3624655013799449,0.0,0.0,0.0,No
-0.6086956521739131,-0.5648574057037719,1.0,-1.0,1.0,Yes
-0.3695652173913043,-0.9300827966881325,0.0,0.0,0.0,No
-0.6086956521739131,-0.9236430542778289,0.0,0.0,0.0,Yes
0.6304347826086957,-0.19227230910763562,0.0,0.0,0.0,No
0.43478260869565216,-0.19779208831646722,0.0,0.0,0.0,No
0.021739130434782608,-0.27690892364305425,0.0,0.0,0.0,No
0.391304347826087,0.5335786568537259,0.0,0.0,0.0,Yes
-0.6086956521739131,-0.7387304507819686,1.0,-1.0,1.0,Yes
0.9347826086956522,0.3661453541858327,0.0,0.0,0.0,No
-0.2608695652173913,-0.1039558417663292,0.0,0.0,0.0,Yes
0.9130434782608695,0.4783808647654094,0.0,0.0,0.0,No
-0.5869565217391305,0.46274149034038653,0.0,0.0,0.0,No
-0.043478260869565216,-0.07727690892364285,0.0,0.0,0.0,No
-0.6086956521739131,-0.9227230910763569,0.0,0.0,0.0,No
-0.6086956521739131,-0.4618215271389144,0.0,0.0,0.0,No
0.9347826086956522,0.5436982520699175,0.0,0.0,0.0,No
-0.5217391304347826,-0.011959521619135079,0.0,0.0,0.0,Yes
0.3695652173913043,0.08187672493100281,0.0,0.0,0.0,No
0.10869565217391304,0.6623735050597976,0.0,0.0,0.0,Yes
-0.391304347826087,0.5059797608095676,0.0,0.0,0.0,Yes
-0.41304347826086957,-0.38270469181232747,0.0,0.0,0.0,No
0.8913043478260869,-0.02115915363385449,0.0,0.0,0.0,No
-0.2608695652173913,-0.9126034958601655,0.0,0.0,0.0,No
0.7391304347826086,0.17479300827966884,0.0,0.0,0.0,No
-0.34782608695652173,0.10763569457221728,0.0,0.0,0.0,No
0.43478260869565216,0.26034958601655944,0.0,0.0,0.0,No
-0.5869565217391305,-0.3882244710211591,0.0,0.0,0.0,No
-0.5869565217391305,0.1895124195032201,0.0,0.0,0.0,Yes
0.5,0.17295308187672506,0.0,0.0,0.0,No
0.8695652173913043,-0.1140754369825205,0.0,0.0,0.0,No
0.30434782608695654,0.3661453541858327,0.0,0.0,0.0,No
-0.30434782608695654,0.5289788408463661,0.0,0.0,0.0,Yes
-0.08695652173913043,-0.015639374425022896,0.0,0.0,0.0,No
-0.45652173913043476,0.1895124195032201,0.0,0.0,0.0,Yes
0.6739130434782609,0.0827966881324747,0.0,0.0,0.0,No
-0.2391304347826087,0.46182152713891467,0.0,0.0,0.0,Yes
0.7391304347826086,0.5390984360625578,0.0,0.0,0.0,No
0.8043478260869565,0.7010119595216193,0.0,0.0,0.0,No
0.10869565217391304,-0.8353265869365225,0.0,0.0,0.0,No
0.9347826086956522,0.6835326586936524,0.0,0.0,0.0,No
0.391304347826087,0.5547378104875806,0.0,0.0,0.0,No
0.6739130434782609,0.35970561177552923,0.0,0.0,0.0,No
0.9347826086956522,-0.5197792088316466,1.0,-1.0,1.0,No
-0.2391304347826087,-0.29346826126954917,0.0,0.0,0.0,No
-0.43478260869565216,0.44250229990800394,0.0,0.0,0.0,Yes
-0.5652173913043478,0.09107635694572223,0.0,0.0,0.0,No
0.391304347826087,0.15731370745170214,0.0,0.0,0.0,No
0.043478260869565216,0.16283348666053377,0.0,0.0,0.0,No
0.45652173913043476,-0.9236430542778289,0.0,0.0,0.0,No
-0.41304347826086957,0.17479300827966884,0.0,0.0,0.0,No
-0.6086956521739131,-0.39190432382704693,0.0,0.0,0.0,No
0.5,-0.9190432382704692,0.0,0.0,0.0,No
0.7608695652173914,0.7589696412143515,0.0,0.0,0.0,No
0.717391304347826,-0.8482060717571297,0.0,0.0,0.0,No
-0.5652173913043478,-0.10763569457221701,0.0,0.0,0.0,No
0.5869565217391305,0.7387304507819689,0.0,0.0,0.0,No
0.3695652173913043,-0.27046918123275066,0.0,0.0,0.0,No
-0.45652173913043476,-0.28886844526218947,0.0,0.0,0.0,No
0.021739130434782608,0.08095676172953094,0.0,0.0,0.0,No
0.34782608695652173,-0.8178472861085556,0.0,0.0,0.0,No
-0.6086956521739131,0.1655933762649494,0.0,0.0,0.0,Yes
-0.391304347826087,-0.36430542778288866,1.0,-1.0,1.0,No
-0.4782608695652174,0.08831646734130656,0.0,0.0,0.0,Yes
0.2826086956521739,0.6154553817847287,0.0,0.0,0.0,No
0.43478260869565216,-0.9236430542778289,0.0,0.0,0.0,No
-0.43478260869565216,0.532658693652254,0.0,0.0,0.0,No
0.13043478260869565,-0.15087396504139827,0.0,0.0,0.0,No
0.41304347826086957,-0.9144434222631095,0.0,0.0,0.0,No
0.3695652173913043,-0.9273229070837166,0.0,0.0,0.0,No
0.0,-0.6734130634774609,1.0,-1.0,1.0,No
0.021739130434782608,0.2152713891444343,0.0,0.0,0.0,No
-0.6086956521739131,0.08003679852805905,0.0,0.0,0.0,No
0.8043478260869565,0.25114995400184004,0.0,0.0,0.0,No
0.782608695652174,0.7488500459981602,0.0,0.0,0.0,No
0.9347826086956522,0.5620975160993563,0.0,0.0,0.0,No
-0.3695652173913043,0.15823367065317404,0.0,0.0,0.0,Yes
0.9130434782608695,-0.06439742410303588,0.0,0.0,0.0,No
-0.5217391304347826,-0.907083716651334,0.0,0.0,0.0,Yes
0.5,-0.9080036798528058,0.0,0.0,0.0,No
-0.08695652173913043,0.517939282428703,0.0,0.0,0.0,Yes
-0.6086956521739131,-0.9227230910763569,0.0,0.0,0.0,No
-0.6086956521739131,-0.936522539098436,0.0,0.0,0.0,No
0.1956521739130435,0.4535418583256671,0.0,0.0,0.0,No
0.8043478260869565,-0.45630174793008277,1.0,-1.0,1.0,No
0.8478260869565217,0.7295308187672495,0.0,0.0,0.0,Yes
-0.5217391304347826,-0.8472861085556578,1.0,-1.0,1.0,No
0.9347826086956522,0.6218951241950325,0.0,0.0,0.0,No
0.06521739130434782,-0.7396504139834407,1.0,-1.0,1.0,No
0.30434782608695654,0.4415823367065318,0.0,0.0,0.0,No
0.9347826086956522,-0.937442502299908,0.0,0.0,0.0,No
0.5652173913043478,0.48574057037718504,0.0,0.0,0.0,Yes
0.5,-0.22815087396504127,0.0,0.0,0.0,No
0.30434782608695654,0.39190432382704715,0.0,0.0,0.0,No
0.17391304347826086,0.11315547378104887,0.0,0.0,0.0,Yes
0.7608695652173914,-0.28978840846366133,1.0,-1.0,1.0,No
-0.5652173913043478,0.3587856485740571,0.0,0.0,0.0,No
0.15217391304347827,-0.7230910763569457,1.0,-1.0,1.0,No
-0.41304347826086957,0.5501379944802209,0.0,0.0,0.0,Yes
0.2608695652173913,-0.9144434222631095,0.0,0.0,0.0,No
-0.043478260869565216,0.2732290708371667,0.0,0.0,0.0,No
0.5869565217391305,0.5418583256669735,0.0,0.0,0.0,No
-0.5,-0.9135234590616375,0.0,0.0,0.0,No
-0.5652173913043478,0.07451701931922745,0.0,0.0,0.0,Yes
-0.4782608695652174,-0.36154553817847274,0.0,0.0,0.0,No
-0.5434782608695652,-0.9107635694572217,0.0,0.0,0.0,No
0.08695652173913043,0.3422263109475623,0.0,0.0,0.0,No
-0.043478260869565216,0.141674333026679,0.0,0.0,0.0,Yes
0.9347826086956522,-0.8610855565777369,0.0,0.0,0.0,No
-0.6086956521739131,-0.9310027598896045,0.0,0.0,0.0,No
